gene_id,12_sorted.bam.gtf,16_sorted.bam.gtf,20_sorted.bam.gtf,248_sorted.bam.gtf,249_sorted.bam.gtf,24_sorted.bam.gtf,250_sorted.bam.gtf,260_sorted.bam.gtf,261_sorted.bam.gtf,262_sorted.bam.gtf,5_sorted.bam.gtf,8_sorted.bam.gtf
FUN_041089,0,0,0,0,0,0,0,0,3,0,0,0
FUN_044330,0,1,0,0,0,0,0,0,0,0,0,0
FUN_041088,0,0,0,0,0,3,0,0,0,0,0,0
FUN_018478,13,89,2,10,7,19,0,10,0,20,10,62
FUN_018479,13,10,0,0,7,0,0,11,4,6,0,0
FUN_034009,24,7,34,15,0,6,14,6,10,0,9,9
FUN_034008,4,15,13,15,0,5,0,6,0,0,13,4
FUN_018470,0,239,28,34,12,65,14,37,43,36,12,67
FUN_018471,0,0,0,0,0,0,0,0,0,0,0,0
FUN_018472,0,32,0,7,0,0,9,0,0,0,0,0
FUN_034000,68,68,43,0,0,110,2,252,64,26,75,82
FUN_018474,23,100,20,21,25,20,27,11,33,7,20,64
FUN_018475,86,189,142,25,6,71,10,49,53,64,66,331
FUN_018476,4,106,4,96,13,83,59,124,49,225,85,132
FUN_018477,0,44,58,11,0,31,9,18,41,42,16,125
FUN_025253,78,37,0,14,0,88,11,47,51,87,23,41
FUN_011716,14,7,9,9,0,0,0,0,0,0,9,0
FUN_007113,0,9,18,4,2,0,2,6,0,4,4,0
FUN_007112,173,64,141,200,116,130,82,108,128,123,78,162
FUN_007111,47,35,42,0,9,6,0,12,14,18,17,45
FUN_007110,0,0,0,0,0,0,0,0,0,2,0,0
FUN_007117,22,38,41,38,28,27,25,198,116,212,29,28
FUN_043318,15,18,14,8,12,12,0,36,23,0,23,0
FUN_007115,119,110,105,65,32,170,65,113,105,76,61,112
FUN_007114,0,0,0,0,0,14,0,5,6,10,0,0
FUN_043315,11,17,14,32,16,30,0,15,33,36,11,18
FUN_043314,2,15,13,12,6,10,10,30,11,20,3,8
FUN_043317,61,57,52,80,48,58,32,67,52,70,75,70
FUN_043316,17,35,15,19,0,12,0,15,16,10,12,18
FUN_043311,44,33,23,109,36,18,19,62,65,30,47,24
FUN_043310,24,30,12,25,19,37,22,60,97,43,16,18
FUN_043313,0,7,14,17,10,12,5,45,27,24,0,8
FUN_043312,27,22,27,34,21,14,28,19,16,26,25,40
FUN_005986,0,0,0,0,0,0,0,0,0,0,0,0
FUN_005987,0,0,2,0,0,0,0,0,3,0,1,2
FUN_005984,0,8,0,2,0,6,0,0,0,0,0,4
FUN_005985,17,0,14,3,0,16,0,0,0,0,0,31
FUN_005982,3,4,4,10,0,0,2,2,3,9,1,6
FUN_005983,4,0,0,0,0,0,0,0,0,0,0,0
FUN_005980,3,9,8,2,0,3,0,4,7,3,0,2
FUN_005981,0,0,0,0,0,0,0,0,0,0,0,0
FUN_019701,0,1,0,0,1,0,0,0,0,0,0,0
FUN_019700,0,1,0,0,0,1,0,0,0,0,0,0
FUN_019703,1,1,1,1,1,1,1,0,0,0,0,1
FUN_019702,2,1,1,1,0,1,1,0,0,1,1,2
FUN_019705,1,1,1,1,0,1,0,0,0,1,1,1
FUN_019704,1,1,1,1,0,2,0,0,0,2,1,1
FUN_005988,0,0,0,5,0,0,0,0,0,0,0,0
FUN_005989,7,6,9,0,3,8,0,8,0,21,9,10
FUN_013347,59,66,79,6,0,22,5,6,0,16,0,17
FUN_013346,23,20,26,0,0,8,4,0,0,0,7,31
FUN_013345,0,3,0,0,0,8,0,0,0,0,0,0
FUN_041224,3,3,0,0,0,2,0,0,0,0,0,8
FUN_041223,0,0,0,0,0,0,0,0,0,0,0,0
FUN_013342,0,0,20,0,0,0,5,8,6,7,31,66
FUN_013341,0,0,0,0,0,0,0,0,0,0,0,0
FUN_013340,22,16,101,144,33,0,59,65,23,87,21,34
FUN_013349,0,0,0,0,0,0,0,0,0,3,0,0
FUN_041228,0,0,0,0,0,0,0,0,0,0,0,0
FUN_034919,71,26,82,33,0,52,35,63,91,81,21,52
FUN_034918,30,35,32,31,12,39,20,32,25,24,16,17
FUN_000764,0,0,0,1,0,0,0,1,0,0,0,0
FUN_034911,52,27,54,20,47,42,0,8,30,45,50,31
FUN_034910,18,31,44,0,0,30,0,6,6,0,21,32
FUN_034913,85,102,96,471,137,107,132,428,442,796,87,96
FUN_034912,36,39,15,69,32,25,46,53,64,64,26,12
FUN_034915,0,0,0,0,0,3,0,0,0,0,2,0
FUN_034914,126,87,101,99,34,103,26,194,125,197,142,120
FUN_034917,168,185,247,209,120,162,51,249,199,268,215,207
FUN_034916,0,0,0,0,0,0,0,0,0,0,0,0
FUN_000762,1,0,0,1,0,1,0,1,0,0,0,0
FUN_036513,39,48,49,87,55,49,46,88,54,88,27,27
FUN_036512,9,8,13,8,6,15,0,3,6,2,4,11
FUN_036511,25,16,22,2,0,16,0,5,3,0,7,19
FUN_032868,0,0,0,0,0,0,0,0,0,0,0,0
FUN_036517,0,0,0,0,0,0,0,0,0,2,0,0
FUN_036516,13,6,8,5,0,17,0,2,0,0,4,5
FUN_036515,1,3,1,0,0,0,0,0,0,0,0,1
FUN_036514,0,0,0,0,0,0,0,0,0,0,0,0
FUN_036519,0,7,4,5,8,9,0,0,0,12,5,0
FUN_036518,6,0,0,0,0,0,0,0,0,0,0,0
FUN_002060,0,0,3,0,0,0,0,0,0,0,0,7
FUN_002061,5,0,0,0,0,0,0,0,0,0,0,0
FUN_002062,2,8,0,0,0,2,0,2,0,0,0,3
FUN_002063,0,7,0,3,0,0,0,0,0,6,5,5
FUN_002064,0,0,3,0,0,0,0,5,0,0,0,0
FUN_002065,0,4,3,7,0,4,0,0,3,5,6,8
FUN_002066,1,0,1,0,0,0,1,0,0,0,0,1
FUN_002067,0,0,0,0,1,0,1,0,1,2,0,0
FUN_002068,0,13,0,14,0,0,0,0,0,13,0,11
FUN_002069,0,24,4,7,0,13,0,10,6,15,0,9
FUN_021678,1,1,0,0,0,1,1,0,0,1,1,0
FUN_021679,1,0,0,1,0,0,0,0,0,1,0,0
FUN_042042,21,32,41,27,13,26,9,35,24,35,13,32
FUN_042043,55,68,63,83,28,59,24,72,109,69,79,53
FUN_042040,104,90,64,118,38,76,51,108,98,73,71,95
FUN_042041,39,32,17,22,22,14,27,34,52,21,10,18
FUN_042046,0,0,0,8,0,0,4,8,9,7,0,0
FUN_042047,51,48,81,28,14,25,9,40,59,60,15,33
FUN_042044,195,169,151,76,18,103,21,143,159,208,125,185
FUN_042045,20,31,16,29,17,19,14,33,49,50,15,19
FUN_042048,52,74,60,85,31,50,25,50,56,60,52,75
FUN_042049,54,57,106,37,19,72,11,57,27,47,77,59
FUN_040574,0,0,0,0,0,0,0,0,0,0,0,0
FUN_040575,0,0,0,0,0,0,0,0,0,0,0,0
FUN_040576,0,0,0,0,0,0,0,0,0,0,0,0
FUN_040577,0,0,0,0,0,0,0,0,0,0,0,0
FUN_040570,0,0,0,0,0,0,0,0,0,0,0,0
FUN_030799,0,1,0,0,0,0,0,0,0,0,1,0
FUN_040572,0,0,0,0,0,0,0,0,0,0,0,0
FUN_040573,0,0,0,0,0,0,0,0,0,0,0,0
FUN_021671,1,0,0,0,0,1,0,1,1,1,0,0
FUN_040578,0,0,0,0,0,0,0,0,0,0,0,0
FUN_040579,0,0,0,0,0,0,0,0,0,0,0,0
FUN_014283,0,0,0,0,0,4,0,0,0,0,0,0
FUN_042594,16,12,15,12,0,18,0,31,27,5,19,16
FUN_042595,17,35,10,23,12,11,10,49,29,32,28,18
FUN_042596,35,41,64,33,36,48,25,87,83,38,46,43
FUN_042597,12,18,40,21,9,30,20,70,25,63,38,23
FUN_042590,18,50,16,37,19,23,13,14,32,33,24,47
FUN_042591,286,288,189,286,167,275,189,1922,1265,977,235,252
FUN_003919,11,9,9,3,0,6,0,0,0,5,0,3
FUN_003918,4,6,2,0,0,5,0,0,0,0,0,5
FUN_003917,11,17,13,3,0,16,0,0,0,4,0,0
FUN_003916,4,6,0,4,0,10,0,5,0,10,0,0
FUN_003915,0,0,0,0,0,0,0,0,0,0,0,0
FUN_003914,13,9,5,7,3,13,0,11,0,0,0,0
FUN_003913,31,27,18,8,6,28,0,50,60,34,18,20
FUN_003912,0,0,0,0,0,0,0,0,0,0,0,0
FUN_003911,3,0,6,8,0,9,8,6,9,14,14,5
FUN_003910,0,7,0,0,0,0,5,0,0,0,3,0
FUN_040688,53,54,67,31,0,45,15,34,41,63,52,39
FUN_040689,11,9,15,4,0,15,7,9,7,8,8,9
FUN_040686,164,171,175,213,486,135,349,329,190,206,168,201
FUN_040687,68,86,77,37,38,41,31,65,83,63,67,62
FUN_040684,197,177,176,96,153,172,140,241,293,232,52,130
FUN_040685,8,20,0,30,17,20,21,69,73,50,9,9
FUN_040682,82,61,44,64,41,55,17,41,33,54,42,46
FUN_040683,17,35,32,9,3,25,0,3,4,0,7,12
FUN_040680,70,104,148,158,50,67,49,38,68,56,65,100
FUN_040681,0,0,0,0,0,0,0,0,0,0,0,0
FUN_012919,3,0,0,0,0,0,0,1,0,0,3,0
FUN_012918,3,1,0,3,0,5,0,0,3,2,2,3
FUN_012915,1,1,0,1,0,0,0,0,0,0,2,5
FUN_012914,8,4,8,0,0,6,4,5,2,9,7,2
FUN_012917,4,12,0,3,0,8,0,4,5,8,4,2
FUN_012916,0,0,0,0,0,1,0,0,0,0,0,3
FUN_012911,13,3,5,7,6,21,3,5,1,10,4,0
FUN_012910,0,0,0,0,0,0,0,0,0,0,0,0
FUN_012913,9,13,12,14,4,36,0,27,18,27,0,20
FUN_012912,4,2,4,4,4,16,0,0,0,4,2,0
FUN_043885,10,12,10,56,20,15,17,17,21,29,13,14
FUN_043884,11,12,11,59,12,14,32,17,28,32,12,12
FUN_043887,2,3,1,3,0,3,3,4,6,8,3,2
FUN_043886,3,2,3,10,2,6,1,9,20,32,3,5
FUN_043881,2,2,4,10,3,3,5,6,6,8,4,7
FUN_043880,9,12,13,87,20,18,29,27,29,26,16,20
FUN_043883,0,1,0,2,1,0,0,2,1,1,0,2
FUN_043882,6,2,3,14,5,12,5,25,23,49,17,9
FUN_043889,19,20,21,215,45,27,74,22,52,46,18,14
FUN_043888,12,4,12,21,10,16,7,11,10,22,11,11
FUN_005977,0,0,0,0,0,0,0,0,0,0,0,0
FUN_011259,39,48,9,15,4,4,10,11,30,57,0,11
FUN_011258,20,27,48,8,0,49,0,57,62,49,17,11
FUN_011257,0,0,0,0,0,0,0,0,0,0,0,0
FUN_011256,271,280,138,350,197,148,72,242,200,255,118,143
FUN_011255,25,20,7,0,9,0,9,17,0,15,4,8
FUN_011254,15,0,2,0,0,0,0,0,0,0,3,2
FUN_011253,89,23,0,0,0,0,0,0,13,4,7,9
FUN_011252,113,15,9,0,0,0,0,4,14,0,0,14
FUN_011251,0,0,0,0,0,0,0,0,0,0,0,0
FUN_011250,0,0,0,0,0,0,0,0,0,0,0,0
FUN_000336,22,5,9,0,0,6,0,0,7,0,22,5
FUN_000337,30,17,47,3,4,32,0,14,8,5,38,35
FUN_000334,75,136,159,0,0,129,0,0,9,13,119,153
FUN_000335,21,43,83,58,19,40,26,34,56,64,78,51
FUN_041766,20,24,35,45,8,13,11,63,44,56,42,19
FUN_041767,316,406,385,542,148,295,215,612,584,606,248,295
FUN_000330,594,899,876,419,250,955,314,503,571,338,559,804
FUN_029471,9,0,13,0,0,0,3,8,10,0,0,0
FUN_041768,202,259,194,107,97,157,56,104,98,77,109,126
FUN_041769,99,110,126,6,2,110,6,40,15,32,42,105
FUN_042659,39,0,25,3,0,37,0,0,0,0,3,21
FUN_012773,1,3,2,5,0,1,0,6,1,5,0,2
FUN_000338,0,3,7,0,0,0,0,0,0,0,0,0
FUN_000339,16,9,16,4,7,19,4,9,12,13,14,13
FUN_012772,125,155,220,186,282,109,242,326,255,177,142,210
FUN_017265,0,0,0,0,0,0,0,0,0,0,0,0
FUN_012775,0,0,0,0,0,0,0,0,0,0,0,0
FUN_029475,72,84,69,153,57,81,46,104,107,86,63,54
FUN_030540,0,0,0,0,0,0,0,0,0,0,0,0
FUN_017267,10,12,0,0,0,7,4,5,0,0,0,0
FUN_012777,36,112,80,41,14,38,24,83,74,49,55,101
FUN_029477,21,20,0,29,7,13,0,12,17,27,0,11
FUN_008655,0,0,0,0,0,4,0,0,0,0,7,0
FUN_008654,0,0,0,0,0,0,0,0,0,0,0,0
FUN_008657,0,0,0,0,0,0,0,0,0,0,8,0
FUN_008656,0,5,4,2,0,2,0,6,7,8,0,0
FUN_008651,7,0,3,4,0,2,7,8,7,2,1,10
FUN_008650,9,20,12,11,0,19,0,0,14,11,14,13
FUN_008653,26,11,0,12,13,4,0,22,24,28,0,13
FUN_008652,138,102,107,129,75,78,50,138,217,183,55,99
FUN_017263,29,20,9,0,0,9,0,17,13,29,20,0
FUN_008659,12,23,17,22,9,6,0,18,27,39,30,19
FUN_008658,0,0,0,0,0,0,0,0,0,2,0,0
FUN_029005,0,0,0,0,0,0,0,0,0,0,0,0
FUN_029004,0,0,0,0,0,0,0,0,0,0,0,0
FUN_029007,42,33,34,8,0,26,0,21,19,24,14,43
FUN_029006,6,0,7,0,0,0,0,5,0,0,9,0
FUN_029001,0,0,2,3,0,1,0,1,0,0,0,1
FUN_029000,0,0,2,0,0,3,0,0,7,3,0,4
FUN_029003,0,5,0,0,0,0,0,0,0,0,0,0
FUN_029002,0,0,0,0,0,0,0,0,0,0,5,0
FUN_029009,0,0,0,0,0,0,0,0,2,0,0,0
FUN_029008,0,0,0,0,0,0,0,0,0,1,0,0
FUN_033073,0,0,3,0,0,6,0,0,7,0,3,0
FUN_033072,0,0,4,0,0,6,0,0,5,0,0,1
FUN_033071,0,3,6,0,0,21,0,0,5,0,2,5
FUN_033070,0,0,21,0,0,0,0,0,0,0,6,17
FUN_033077,0,0,0,0,0,0,0,0,0,0,0,0
FUN_033076,9,9,9,0,0,0,2,5,5,8,3,14
FUN_033075,0,0,10,0,0,0,0,3,4,0,0,0
FUN_033074,0,0,0,0,0,6,0,3,0,0,3,0
FUN_033079,4,0,0,0,0,3,0,0,0,0,0,0
FUN_033078,5,0,0,0,0,3,0,4,0,9,0,0
FUN_042868,0,0,0,0,0,1,0,0,0,0,0,0
FUN_042869,2,2,1,1,0,2,0,0,4,1,2,3
FUN_042864,9,0,2,2,2,21,0,0,0,0,9,2
FUN_042865,0,0,0,0,0,0,0,0,0,0,0,11
FUN_016706,148,311,233,292,235,177,190,501,461,512,165,200
FUN_016707,5,16,16,19,10,18,7,54,58,56,25,22
FUN_042860,9,5,0,0,0,4,0,2,2,1,2,6
FUN_016701,11,0,0,44,10,0,17,24,9,10,0,5
FUN_042862,14,0,0,0,0,0,0,0,0,0,7,15
FUN_016703,5,2,1,2,0,0,0,0,1,10,0,3
FUN_012285,6,13,10,6,12,0,14,16,27,34,0,7
FUN_012284,25,37,7,31,12,12,18,12,22,24,13,12
FUN_012287,73,91,109,153,70,82,80,258,214,164,50,66
FUN_012286,0,0,0,33,26,3,0,5,0,0,0,0
FUN_012281,32,37,13,14,15,39,24,33,18,12,27,43
FUN_012280,92,70,66,121,102,79,40,122,150,152,69,49
FUN_012283,34,13,46,9,8,22,0,20,27,23,12,42
FUN_012282,110,137,162,354,93,144,67,180,169,158,103,127
FUN_038493,0,0,0,0,0,0,0,0,0,0,0,0
FUN_012289,0,13,0,29,10,0,5,20,18,21,0,2
FUN_012288,4,14,0,8,0,7,0,5,0,2,10,4
FUN_022422,0,1,0,0,0,0,0,0,0,0,0,0
FUN_028358,0,0,0,0,0,0,0,0,0,0,0,0
FUN_028359,0,0,0,0,0,0,0,0,0,5,0,0
FUN_028352,0,0,0,0,0,0,0,0,14,11,3,0
FUN_028353,0,0,0,0,0,0,0,0,0,0,0,0
FUN_028350,21,36,15,21,0,23,0,15,36,31,10,31
FUN_028351,46,42,31,9,0,8,0,15,8,37,33,67
FUN_028356,0,0,0,0,0,0,0,0,0,0,0,0
FUN_028357,0,0,0,0,0,0,0,4,0,3,0,0
FUN_028354,48,28,53,41,16,29,18,44,0,48,47,56
FUN_028355,0,0,0,0,0,0,0,0,0,0,0,0
FUN_010665,17,16,67,58,8,34,16,25,44,56,24,33
FUN_010664,208,209,155,148,203,187,180,933,762,735,136,118
FUN_010667,67,84,45,8,0,36,0,29,45,24,46,81
FUN_010666,2,0,3,0,6,0,5,4,0,0,0,0
FUN_010661,210,269,295,624,400,304,390,624,608,504,209,260
FUN_010660,35,51,67,48,34,47,8,46,37,47,40,24
FUN_010663,349,463,343,163,81,282,148,559,614,444,258,300
FUN_010662,86,86,53,0,4,47,16,28,23,14,72,55
FUN_010669,15,2,4,33,17,8,6,30,28,28,16,12
FUN_010668,13,15,0,0,2,13,0,3,0,0,0,0
FUN_012139,163,119,121,872,353,124,312,260,280,201,105,95
FUN_012138,46,19,47,119,48,16,43,28,38,37,17,25
FUN_012137,13,18,10,0,0,14,0,0,0,7,7,10
FUN_012136,151,271,240,149,268,156,179,688,640,429,233,251
FUN_012135,16,13,17,0,0,3,0,0,6,4,10,18
FUN_012134,0,10,0,8,0,0,0,17,17,13,0,9
FUN_012133,8,8,0,0,0,0,0,0,0,0,5,3
FUN_012132,243,203,227,83,68,200,73,245,164,139,228,218
FUN_012131,0,7,6,10,24,15,27,153,86,159,0,0
FUN_012130,59,70,33,0,13,116,0,16,0,15,39,80
FUN_020837,2,3,0,0,0,0,0,0,0,0,0,0
FUN_020836,4,4,0,0,0,7,1,0,0,0,0,0
FUN_020835,10,14,5,4,0,0,0,20,11,5,10,30
FUN_020834,0,0,0,0,0,0,0,0,0,0,0,0
FUN_020833,2,7,2,1,0,0,0,5,5,0,0,0
FUN_020832,0,4,2,6,0,4,1,1,0,4,0,2
FUN_020831,3,22,0,10,0,20,3,8,4,7,3,0
FUN_020830,0,0,0,0,0,0,0,0,0,0,0,0
FUN_020839,0,0,0,0,0,0,0,0,0,0,0,1
FUN_020838,24,20,0,0,3,17,0,0,2,8,9,0
FUN_038807,27,36,39,13,0,8,0,27,36,30,8,35
FUN_038806,11,8,4,0,5,0,0,18,14,14,0,0
FUN_038805,90,99,81,154,90,114,109,211,164,182,56,67
FUN_038804,540,737,713,2866,2232,762,1635,2852,3236,3372,663,777
FUN_038803,106,110,90,134,39,67,51,70,108,82,94,87
FUN_038802,47,60,69,31,11,66,21,112,26,61,32,59
FUN_038801,10,0,0,0,0,16,5,0,4,16,7,6
FUN_038800,6,30,15,0,0,8,0,6,14,4,4,13
FUN_038809,44,23,23,21,3,23,0,33,25,21,14,31
FUN_038808,22,71,71,75,13,39,15,94,120,164,37,71
FUN_018724,0,0,0,0,0,0,0,0,0,0,0,0
FUN_018725,0,0,0,0,0,0,0,0,0,0,0,0
FUN_018726,0,0,0,0,0,0,0,0,0,0,0,0
FUN_011538,0,0,3,0,0,0,0,0,0,0,1,0
FUN_017915,218,199,241,108,132,195,132,368,365,232,184,174
FUN_043052,9,10,2,0,0,0,0,0,0,0,6,6
FUN_043053,7,5,0,0,0,0,0,0,0,0,0,0
FUN_011530,0,11,0,0,0,0,0,0,0,0,8,0
FUN_043051,6,0,2,0,0,0,4,0,4,0,6,0
FUN_043056,9,3,13,0,0,7,0,0,0,0,6,6
FUN_011537,0,0,0,0,0,0,0,0,0,0,0,0
FUN_011534,0,0,0,0,0,0,0,0,0,0,0,0
FUN_043055,0,0,0,0,0,0,0,0,0,0,0,0
FUN_018722,1,4,0,14,0,12,2,1,3,4,2,2
FUN_017911,18,8,7,1,4,4,0,0,6,4,7,9
FUN_044205,1,0,2,17,7,0,0,2,7,3,1,2
FUN_013668,0,0,0,3,0,0,0,0,3,0,3,0
FUN_013669,0,0,0,0,0,0,0,0,0,0,0,0
FUN_013664,1,1,0,0,0,0,1,1,0,1,1,1
FUN_013665,1,1,0,0,0,0,1,0,1,1,1,0
FUN_013666,0,0,0,0,0,0,0,0,0,0,0,0
FUN_013667,2,0,2,0,0,0,0,0,0,0,0,0
FUN_013660,13,10,8,6,3,9,2,5,1,8,1,15
FUN_013661,24,14,27,27,4,23,4,9,20,21,15,21
FUN_013662,21,7,12,3,2,14,0,3,3,4,2,3
FUN_013663,1,0,0,0,0,0,1,1,0,0,1,1
FUN_009685,4,0,0,0,0,0,0,0,0,0,0,0
FUN_009684,0,0,0,0,0,0,0,0,0,0,0,0
FUN_009687,0,0,0,0,0,0,0,0,0,0,0,0
FUN_009686,0,0,0,0,0,0,0,0,0,0,0,0
FUN_009681,0,7,0,0,0,0,0,7,28,38,0,15
FUN_009680,0,8,2,2,0,4,0,10,8,2,2,0
FUN_009683,0,4,0,0,0,3,0,0,8,2,4,0
FUN_009682,34,60,16,0,0,68,0,20,12,15,7,0
FUN_009689,0,0,0,0,0,0,0,0,0,0,0,0
FUN_009688,4,8,4,0,0,5,0,0,3,0,0,3
FUN_040725,10,8,12,47,1,0,7,9,24,29,9,12
FUN_026295,23,33,0,6,0,30,6,16,19,11,7,13
FUN_026294,22,20,28,0,0,17,0,0,24,13,21,107
FUN_026297,47,18,22,34,20,21,11,23,59,38,24,35
FUN_026296,0,0,0,0,0,13,0,14,10,0,18,17
FUN_026291,0,0,0,0,0,0,0,0,4,0,0,0
FUN_026290,0,7,0,0,0,0,4,0,0,0,0,6
FUN_026293,0,0,0,0,0,0,0,0,0,0,0,0
FUN_026292,0,0,0,0,0,0,0,0,0,0,0,0
FUN_026299,40,16,9,3,0,18,0,11,0,9,14,38
FUN_026298,40,62,74,38,17,74,15,151,98,96,41,77
FUN_009539,0,0,0,0,0,0,0,0,0,0,0,0
FUN_009538,15,45,26,0,0,2,2,0,0,0,7,25
FUN_025926,5,0,0,0,0,6,0,6,9,6,0,5
FUN_025927,0,7,15,26,10,0,8,13,34,41,10,16
FUN_009535,12,7,11,21,10,7,8,7,3,7,5,19
FUN_025925,131,176,138,240,358,101,265,413,521,448,148,200
FUN_025922,0,0,0,0,0,0,0,0,0,0,0,0
FUN_009532,747,668,601,309,228,675,228,854,710,885,504,574
FUN_025920,0,0,0,0,0,0,0,0,0,6,0,0
FUN_025921,18,24,31,19,15,18,17,134,73,55,19,42
FUN_023519,1,0,0,0,0,0,0,0,0,1,0,1
FUN_023518,2,3,1,2,0,2,2,0,0,0,3,4
FUN_026749,0,0,0,0,0,0,0,0,1,0,1,0
FUN_026748,0,0,1,0,0,0,0,0,0,0,0,0
FUN_023511,0,0,2,0,0,0,0,0,0,0,0,0
FUN_026746,0,0,4,9,0,9,4,0,0,0,9,9
FUN_026745,0,4,3,4,0,5,0,0,0,0,0,0
FUN_023512,0,0,0,0,0,7,0,0,4,0,0,0
FUN_023515,14,18,23,58,31,31,26,126,117,84,0,11
FUN_023514,3,2,0,8,0,0,0,0,1,0,0,0
FUN_026741,9,14,9,61,11,4,12,8,10,13,10,14
FUN_026740,0,4,0,4,0,0,0,0,0,0,0,0
FUN_015543,0,0,0,0,0,0,0,3,0,0,0,0
FUN_015542,0,0,10,0,0,0,0,4,2,2,2,1
FUN_015541,0,0,7,0,0,0,0,16,3,0,14,6
FUN_015540,0,0,0,0,0,0,0,0,0,0,0,0
FUN_015547,0,0,0,0,0,0,0,0,0,0,0,0
FUN_015546,0,0,0,0,0,0,0,0,0,0,0,0
FUN_015545,0,0,1,1,0,0,1,0,0,0,0,0
FUN_015544,0,0,0,0,0,0,0,0,0,2,0,0
FUN_015549,0,0,0,0,0,0,0,0,0,0,0,0
FUN_015548,0,0,0,0,0,0,0,0,0,0,0,0
FUN_025308,55,42,40,39,28,36,33,52,59,40,29,37
FUN_010210,0,0,0,0,0,0,0,0,2,0,0,0
FUN_025309,134,93,116,229,121,148,78,131,173,303,73,104
FUN_003094,1,0,0,0,0,0,0,0,0,1,0,1
FUN_003095,0,1,0,0,0,0,0,0,0,0,0,0
FUN_010211,16,0,20,3,3,5,1,0,8,5,0,0
FUN_040720,0,0,0,0,0,0,0,0,3,5,0,0
FUN_003098,1,0,0,0,0,0,0,0,0,0,0,0
FUN_040245,4,0,5,0,0,0,0,0,5,0,0,3
FUN_018678,0,0,0,0,0,0,0,0,0,0,0,0
FUN_018679,0,0,0,0,0,0,0,0,0,0,0,0
FUN_018676,9,9,0,0,0,0,0,0,3,0,7,2
FUN_018677,0,0,0,0,0,0,0,0,0,0,0,0
FUN_018674,11,0,6,0,0,8,5,2,0,6,20,13
FUN_018675,0,0,0,0,0,7,0,0,0,0,0,0
FUN_018672,0,0,0,0,0,0,0,0,0,0,0,0
FUN_018673,0,0,0,0,0,0,0,0,0,0,0,0
FUN_018670,0,0,0,0,0,0,0,0,0,0,0,3
FUN_018671,0,17,0,0,5,0,0,0,0,0,0,0
FUN_008213,3,0,17,0,0,14,0,6,0,3,3,17
FUN_010213,0,0,0,0,0,0,0,0,0,0,0,0
FUN_025218,9,0,9,2,0,0,2,0,0,0,0,0
FUN_025219,0,0,42,5,6,0,3,0,8,12,0,0
FUN_025214,24,14,29,27,5,25,3,10,21,20,14,20
FUN_025215,0,0,0,0,0,0,0,0,0,4,0,0
FUN_025216,0,0,15,5,0,0,0,0,0,0,0,0
FUN_025217,23,0,10,0,0,0,0,0,11,0,0,0
FUN_025210,0,0,0,0,0,0,0,0,0,0,0,0
FUN_025211,0,0,0,1,0,0,0,5,0,0,1,4
FUN_025212,0,0,0,0,0,0,0,0,0,0,0,0
FUN_025213,12,8,7,6,3,8,2,3,1,6,1,9
FUN_018175,0,0,0,0,0,0,0,0,0,0,0,0
FUN_035312,0,0,0,0,0,0,0,0,2,0,0,0
FUN_027910,0,21,4,0,0,23,0,6,0,0,0,0
FUN_027913,5,16,0,0,0,0,0,0,0,0,4,0
FUN_018176,48,54,101,8,0,6,0,19,48,11,100,87
FUN_010216,0,0,0,0,0,0,0,0,0,0,0,0
FUN_027915,0,6,10,0,0,0,0,0,0,0,0,0
FUN_018170,6,0,47,0,0,0,4,15,14,0,19,22
FUN_014399,0,0,0,0,0,0,0,0,0,0,0,1
FUN_014398,0,0,0,0,0,0,0,7,0,0,0,0
FUN_018173,0,0,8,7,15,0,18,33,36,40,0,4
FUN_000141,0,2,2,0,0,0,0,0,1,0,2,3
FUN_014391,0,1,0,1,0,0,0,0,0,0,2,2
FUN_014390,0,0,0,0,0,0,0,0,0,0,0,2
FUN_014393,1,1,0,0,0,0,3,0,0,0,2,10
FUN_014392,0,0,0,0,0,0,0,0,0,0,0,0
FUN_014395,4,5,0,0,0,0,0,0,0,0,0,0
FUN_014394,4,11,0,2,0,6,0,4,3,4,0,7
FUN_014397,0,0,0,0,0,0,0,0,0,0,0,0
FUN_014396,2,3,0,0,0,1,0,0,0,0,0,2
FUN_020190,0,0,0,0,0,0,0,0,0,0,0,0
FUN_020191,0,0,0,0,0,0,0,0,0,1,0,0
FUN_020192,0,0,0,0,0,0,0,0,0,0,0,0
FUN_020193,0,0,0,0,0,0,0,0,0,0,0,0
FUN_020194,0,0,0,0,0,0,0,0,0,0,0,0
FUN_020195,0,0,0,0,0,0,0,0,0,0,0,0
FUN_020196,0,0,0,0,0,0,0,0,0,0,1,0
FUN_020197,0,0,0,0,0,0,0,0,0,0,0,0
FUN_020198,0,0,0,0,0,0,0,0,0,0,0,0
FUN_020199,0,0,0,0,1,0,0,0,0,0,0,0
FUN_035220,163,186,249,902,505,213,480,303,405,295,171,205
FUN_030613,0,0,0,0,0,0,0,0,0,0,0,0
FUN_000143,1,0,0,0,0,0,0,2,2,1,2,1
FUN_030611,0,10,0,0,0,0,0,0,0,7,0,0
FUN_030616,0,0,0,0,0,0,0,0,0,0,0,0
FUN_035225,0,0,2,2,0,2,4,13,6,17,0,2
FUN_030614,0,0,0,0,0,0,0,0,0,0,0,0
FUN_030615,0,0,0,0,0,0,0,0,0,0,0,0
FUN_035228,12,34,23,62,19,36,25,21,19,39,31,31
